User ID,Gender,Age,Activity Level,Location,App Sessions,Distance Travelled (km),Calories Burned,Cluster
2487,Male,28,Sedentary,Suburban,77,50,214,0
2488,Female,20,Sedentary,Urban,77,40,375,0
2489,Male,57,Moderate,Urban,110,56,467,1
2490,Male,57,Moderate,Suburban,108,86,465,1
2491,Female,38,Moderate,Urban,125,124,466,1
2492,Female,52,Sedentary,Urban,50,45,163,0
2493,Male,45,Active,Urban,169,152,461,2
2494,Male,39,Active,Suburban,166,122,689,2
2495,Female,59,Moderate,Urban,100,62,473,1
2496,Male,35,Moderate,Rural,103,97,475,1
2497,Female,40,Sedentary,Suburban,97,52,255,0
2498,Female,43,Moderate,Rural,132,91,510,1
2499,Male,52,Moderate,Rural,103,80,425,1
2500,Female,46,Moderate,Rural,105,78,245,0
2501,Female,28,Moderate,Urban,106,53,413,0
2502,Male,59,Active,Urban,162,121,355,1
2503,Female,18,Sedentary,Rural,63,62,286,0
2504,Female,33,Active,Rural,179,161,619,2
2505,Male,42,Moderate,Suburban,109,64,493,1
2506,Female,55,Sedentary,Rural,74,48,169,0
2507,Female,35,Sedentary,Urban,61,43,227,0
2508,Male,33,Active,Rural,197,151,429,2
2509,Female,36,Active,Rural,163,82,581,1
2510,Female,33,Moderate,Suburban,101,92,308,1
2511,Female,22,Active,Rural,155,101,760,2
2512,Female,44,Moderate,Suburban,122,69,594,1
2513,Male,23,Moderate,Suburban,127,87,608,1
2514,Female,51,Moderate,Rural,100,51,406,0
2515,Male,33,Sedentary,Rural,92,85,206,0
2516,Female,40,Sedentary,Urban,98,83,459,1
2517,Male,49,Active,Urban,156,98,346,1
2518,Female,40,Active,Suburban,188,175,692,2
2519,Male,37,Sedentary,Suburban,68,43,331,0
2520,Male,36,Active,Urban,179,156,750,2
2521,Female,46,Moderate,Suburban,116,100,575,1
2522,Female,25,Moderate,Urban,138,81,460,1
2523,Male,46,Sedentary,Suburban,75,55,230,0
2524,Male,35,Active,Urban,199,128,615,2
2525,Male,22,Active,Urban,162,129,661,2
2526,Male,29,Sedentary,Suburban,70,68,318,0
2527,Male,27,Moderate,Suburban,146,81,513,1
2528,Male,54,Moderate,Suburban,128,92,365,1
2529,Female,34,Active,Rural,168,91,443,1
2530,Female,49,Sedentary,Rural,66,44,146,0
2531,Male,21,Sedentary,Suburban,54,28,112,0
2532,Male,48,Moderate,Suburban,133,74,481,1
2533,Female,43,Moderate,Suburban,104,78,320,1
2534,Male,29,Active,Suburban,169,130,655,2
2535,Male,35,Sedentary,Urban,94,87,466,1
2536,Female,25,Active,Rural,183,151,458,2
2537,Female,49,Active,Suburban,192,130,541,2
2538,Male,37,Sedentary,Rural,52,35,231,0
2539,Female,57,Sedentary,Rural,83,41,171,0
2540,Male,30,Moderate,Urban,105,94,225,1
2541,Female,40,Sedentary,Suburban,50,29,124,0
2542,Male,20,Active,Rural,176,129,468,2
2543,Male,52,Active,Urban,187,118,866,2
2544,Male,56,Sedentary,Suburban,86,70,293,0
2545,Male,38,Active,Suburban,162,125,566,2
2546,Female,24,Sedentary,Rural,68,46,210,0
2547,Female,43,Moderate,Urban,147,95,563,1
2548,Female,40,Moderate,Urban,109,87,472,1
2549,Male,49,Sedentary,Urban,72,56,330,0
2550,Female,19,Active,Urban,169,115,671,2
2551,Male,56,Sedentary,Suburban,73,53,256,0
2552,Male,19,Sedentary,Rural,79,66,333,0
2553,Female,56,Moderate,Rural,113,97,374,1
2554,Female,32,Sedentary,Urban,83,45,293,0
2555,Male,33,Moderate,Urban,130,123,431,1
2556,Male,43,Moderate,Urban,129,105,492,1
2557,Female,25,Sedentary,Rural,79,74,323,0
2558,Female,33,Sedentary,Suburban,56,54,180,0
2559,Female,38,Sedentary,Suburban,55,43,120,0
2560,Female,56,Sedentary,Urban,86,44,394,0
2561,Female,28,Moderate,Suburban,145,98,689,2
2562,Male,41,Sedentary,Suburban,51,41,191,0
2563,Male,53,Moderate,Rural,115,65,345,1
2564,Male,35,Moderate,Urban,108,58,379,0
2565,Female,40,Active,Suburban,156,138,663,2
2566,Male,30,Moderate,Urban,128,100,375,1
2567,Female,59,Active,Urban,152,105,727,2
2568,Female,56,Sedentary,Suburban,80,66,165,0
2569,Female,18,Active,Rural,178,97,494,1
2570,Male,24,Sedentary,Suburban,68,43,268,0
2571,Male,38,Moderate,Rural,138,86,296,1
2572,Male,33,Active,Suburban,164,140,806,2
2573,Male,31,Sedentary,Urban,59,34,141,0
2574,Female,19,Sedentary,Rural,82,68,383,0
2575,Female,48,Active,Rural,159,101,652,2
2576,Male,56,Active,Urban,195,133,531,2
2577,Male,26,Sedentary,Suburban,97,61,392,0
2578,Female,58,Sedentary,Rural,85,59,229,0
2579,Male,31,Moderate,Suburban,114,105,418,1
2580,Male,27,Sedentary,Suburban,82,62,206,0
2581,Female,41,Active,Suburban,190,111,698,2
2582,Male,50,Sedentary,Urban,75,51,295,0
2583,Male,51,Sedentary,Suburban,57,30,167,0
2584,Male,37,Active,Urban,163,114,452,1
2585,Female,45,Moderate,Rural,132,66,508,1
2586,Male,21,Sedentary,Suburban,97,82,203,0
2587,Male,51,Active,Rural,168,94,454,1
2588,Female,21,Active,Suburban,184,157,626,2
2589,Female,23,Active,Rural,164,140,571,2
2590,Female,39,Active,Urban,190,158,509,2
2591,Female,21,Moderate,Rural,129,101,518,1
2592,Female,22,Active,Rural,155,81,321,1
2593,Female,28,Sedentary,Suburban,53,49,258,0
2594,Female,52,Moderate,Suburban,125,116,505,1
2595,Male,36,Active,Suburban,195,142,688,2
2596,Female,28,Sedentary,Suburban,82,61,378,0
2597,Female,28,Moderate,Urban,136,104,539,1
2598,Female,44,Sedentary,Rural,86,63,312,0
2599,Male,19,Moderate,Rural,142,103,519,1
2600,Male,25,Active,Urban,155,152,754,2
2601,Female,51,Sedentary,Rural,87,72,210,0
2602,Female,57,Active,Suburban,167,98,378,1
2603,Female,37,Moderate,Suburban,106,98,340,1
2604,Male,40,Active,Suburban,177,140,597,2
2605,Female,32,Active,Rural,188,103,426,1
2606,Male,30,Sedentary,Urban,94,60,321,0
2607,Male,48,Active,Urban,188,173,713,2
2608,Female,31,Active,Rural,184,139,848,2
2609,Male,18,Active,Urban,182,173,465,2
2610,Female,44,Moderate,Urban,110,93,471,1
2611,Male,50,Sedentary,Suburban,87,43,198,0
2612,Male,52,Sedentary,Rural,81,75,293,0
2613,Male,32,Active,Urban,172,165,674,2
2614,Female,22,Sedentary,Rural,71,67,182,0
2615,Male,54,Moderate,Suburban,137,123,336,1
2616,Male,21,Moderate,Suburban,112,76,427,1
2617,Female,37,Active,Urban,175,151,454,2
2618,Male,56,Active,Rural,171,111,782,2
2619,Male,39,Moderate,Rural,131,68,582,1
2620,Female,41,Moderate,Suburban,143,86,379,1
2621,Female,28,Moderate,Suburban,122,91,399,1
2622,Female,23,Active,Suburban,199,114,438,2
2623,Male,44,Moderate,Urban,108,55,258,0
2624,Male,27,Active,Rural,151,123,520,2
2625,Male,56,Moderate,Urban,130,85,406,1
2626,Male,27,Moderate,Rural,147,129,370,1
2627,Male,43,Sedentary,Suburban,68,66,202,0
2628,Female,54,Moderate,Urban,147,120,481,1
2629,Male,50,Active,Urban,194,141,718,2
2630,Female,25,Moderate,Urban,103,54,277,0
2631,Male,45,Sedentary,Suburban,73,69,160,0
2632,Male,53,Moderate,Urban,122,120,334,1
2633,Female,57,Moderate,Urban,113,108,227,1
2634,Male,42,Moderate,Suburban,134,109,338,1
2635,Male,53,Active,Rural,165,109,745,2
2636,Female,30,Moderate,Urban,106,74,318,0
2637,Female,24,Moderate,Suburban,101,57,464,1
2638,Male,18,Moderate,Urban,137,115,380,1
2639,Female,26,Sedentary,Urban,71,69,223,0
2640,Male,45,Active,Rural,158,80,566,1
2641,Female,53,Active,Suburban,191,136,462,2
2642,Male,47,Sedentary,Rural,89,63,439,0
2643,Female,26,Active,Rural,160,148,567,2
2644,Female,47,Sedentary,Suburban,59,51,157,0
2645,Male,52,Moderate,Rural,135,117,572,1
2646,Female,44,Active,Urban,183,107,492,2
2647,Female,46,Moderate,Suburban,147,99,595,1
2648,Female,22,Moderate,Suburban,102,69,284,0
2649,Male,18,Active,Urban,199,163,980,2
2650,Female,22,Moderate,Urban,135,133,352,1
2651,Female,46,Moderate,Urban,141,136,379,1
2652,Female,34,Sedentary,Rural,54,43,144,0
2653,Male,54,Active,Rural,195,176,764,2
2654,Male,41,Moderate,Rural,113,85,476,1
2655,Female,44,Sedentary,Rural,94,58,406,0
2656,Male,26,Active,Rural,175,109,718,2
2657,Female,55,Moderate,Rural,121,79,599,1
2658,Male,30,Moderate,Suburban,145,102,694,2
2659,Female,43,Moderate,Suburban,138,131,600,2
2660,Male,28,Moderate,Suburban,119,116,260,1
2661,Female,41,Moderate,Suburban,131,106,462,1
2662,Female,50,Active,Suburban,152,102,650,2
2663,Male,23,Active,Suburban,159,158,725,2
2664,Female,52,Sedentary,Rural,72,44,273,0
2665,Female,33,Sedentary,Suburban,55,31,180,0
2666,Female,30,Sedentary,Urban,64,52,227,0
2667,Male,28,Active,Suburban,172,114,356,1
2668,Female,40,Active,Urban,154,118,416,1
2669,Female,19,Active,Urban,192,96,531,2
2670,Female,47,Moderate,Suburban,142,71,323,1
2671,Male,36,Active,Rural,194,103,550,2
2672,Female,57,Active,Rural,183,140,690,2
2673,Male,32,Moderate,Urban,128,113,367,1
2674,Female,59,Sedentary,Rural,76,44,152,0
2675,Male,50,Sedentary,Urban,58,43,132,0
2676,Male,58,Sedentary,Rural,81,80,255,0
2677,Male,22,Moderate,Rural,114,98,383,1
2678,Female,39,Moderate,Rural,102,78,208,0
2679,Male,44,Moderate,Rural,101,87,501,1
2680,Male,52,Active,Suburban,166,158,549,2
2681,Male,36,Sedentary,Suburban,98,55,475,0
2682,Male,56,Moderate,Suburban,115,74,416,1
2683,Male,24,Moderate,Urban,107,79,423,1
2684,Male,56,Sedentary,Suburban,51,33,149,0
2685,Male,51,Sedentary,Suburban,98,90,217,0
2686,Male,51,Active,Suburban,182,108,667,2
2687,Male,44,Sedentary,Rural,72,37,249,0
2688,Female,22,Moderate,Rural,103,76,224,0
2689,Male,21,Active,Rural,198,172,609,2
2690,Male,24,Sedentary,Rural,55,27,253,0
2691,Male,20,Active,Rural,156,112,517,1
2692,Male,38,Moderate,Suburban,103,91,348,1
2693,Male,51,Moderate,Suburban,143,127,525,2
2694,Male,26,Moderate,Rural,122,79,321,1
2695,Male,37,Moderate,Rural,126,98,498,1
2696,Female,57,Active,Suburban,187,178,512,2
2697,Female,29,Active,Suburban,153,133,473,2
2698,Female,56,Moderate,Rural,140,127,398,1
2699,Male,45,Active,Urban,173,152,639,2
2700,Male,50,Moderate,Rural,101,72,241,0
2701,Female,27,Moderate,Suburban,119,114,437,1
2702,Female,28,Sedentary,Urban,84,44,263,0
2703,Male,24,Active,Rural,180,133,808,2
2704,Male,35,Sedentary,Suburban,61,59,267,0
2705,Female,36,Moderate,Suburban,123,96,462,1
2706,Female,31,Sedentary,Suburban,72,38,173,0
2707,Female,34,Moderate,Rural,116,102,408,1
2708,Female,40,Moderate,Rural,129,82,489,1
2709,Male,36,Moderate,Urban,133,113,501,1
2710,Female,20,Active,Suburban,175,91,690,2
2711,Female,51,Moderate,Suburban,121,97,391,1
2712,Male,42,Moderate,Urban,120,116,397,1
2713,Female,58,Active,Rural,198,145,562,2
2714,Female,48,Active,Suburban,178,177,816,2
2715,Female,56,Moderate,Urban,126,91,511,1
2716,Male,31,Active,Suburban,157,82,613,1
2717,Male,54,Moderate,Rural,126,86,487,1
2718,Female,37,Sedentary,Rural,92,79,211,0
2719,Male,49,Active,Urban,173,90,358,1
2720,Male,50,Sedentary,Urban,67,49,163,0
2721,Female,48,Moderate,Suburban,137,116,386,1
2722,Male,24,Active,Rural,167,97,580,2
2723,Female,22,Active,Rural,177,117,821,2
2724,Male,21,Moderate,Urban,103,54,348,0
2725,Female,28,Active,Urban,183,165,836,2
2726,Male,36,Active,Suburban,184,134,594,2
2727,Male,55,Active,Rural,160,140,510,2
2728,Female,37,Sedentary,Suburban,51,46,153,0
2729,Female,44,Moderate,Suburban,114,96,511,1
2730,Female,46,Moderate,Urban,130,119,537,1
2731,Female,35,Moderate,Rural,128,116,583,1
2732,Male,54,Active,Urban,171,96,812,2
2733,Male,42,Active,Suburban,187,94,513,2
2734,Female,37,Active,Suburban,170,96,448,1
2735,Male,23,Moderate,Rural,130,73,291,1
2736,Female,53,Sedentary,Rural,92,54,319,0
2737,Male,32,Moderate,Rural,127,118,335,1
2738,Female,35,Moderate,Rural,142,106,400,1
2739,Male,55,Sedentary,Urban,86,74,384,0
2740,Female,42,Active,Urban,188,142,596,2
2741,Male,37,Active,Urban,167,105,622,2
2742,Male,39,Moderate,Urban,147,145,472,2
2743,Female,29,Sedentary,Suburban,92,83,187,0
2744,Male,58,Moderate,Urban,115,59,487,1
2745,Male,57,Moderate,Urban,144,111,417,1
2746,Female,50,Sedentary,Rural,81,40,402,0
2747,Female,46,Sedentary,Suburban,67,64,142,0
2748,Female,19,Active,Urban,152,99,680,2
2749,Female,43,Moderate,Suburban,110,82,491,1
2750,Male,49,Sedentary,Suburban,78,50,276,0
2751,Female,20,Sedentary,Suburban,53,51,237,0
2752,Female,47,Sedentary,Suburban,60,31,150,0
2753,Female,36,Sedentary,Rural,99,51,286,0
2754,Male,27,Moderate,Rural,133,66,560,1
2755,Male,42,Moderate,Suburban,130,100,489,1
2756,Male,36,Moderate,Suburban,111,70,549,1
2757,Male,38,Sedentary,Suburban,60,42,133,0
2758,Female,23,Active,Rural,176,169,743,2
2759,Male,31,Sedentary,Rural,82,44,276,0
2760,Male,25,Moderate,Suburban,129,117,391,1
2761,Female,19,Moderate,Suburban,104,65,514,1
2762,Female,35,Moderate,Suburban,113,89,394,1
2763,Male,39,Active,Suburban,174,125,493,2
2764,Female,47,Active,Rural,169,91,363,1
2765,Male,53,Moderate,Urban,120,86,281,1
2766,Male,45,Sedentary,Urban,99,65,374,0
2767,Male,52,Moderate,Rural,100,76,445,1
2768,Female,19,Moderate,Rural,135,101,563,1
2769,Female,53,Active,Urban,187,134,543,2
2770,Male,35,Active,Urban,198,155,961,2
2771,Male,26,Active,Urban,159,138,613,2
2772,Female,45,Active,Suburban,150,138,380,1
2773,Male,25,Moderate,Urban,111,98,406,1
2774,Female,25,Sedentary,Urban,62,55,149,0
2775,Female,22,Moderate,Suburban,145,111,655,2
2776,Female,30,Moderate,Suburban,138,111,500,1
2777,Female,24,Sedentary,Rural,57,40,203,0
2778,Male,38,Moderate,Suburban,116,81,255,1
2779,Female,46,Sedentary,Urban,61,60,179,0
2780,Female,54,Active,Suburban,165,142,793,2
2781,Female,31,Active,Rural,179,116,710,2
2782,Male,54,Active,Urban,173,124,446,2
2783,Male,21,Sedentary,Rural,59,36,130,0
2784,Male,39,Moderate,Rural,118,64,381,1
2785,Male,28,Active,Rural,189,102,458,2
2786,Male,51,Active,Suburban,153,129,431,1
2787,Female,33,Moderate,Suburban,149,143,436,2
2788,Male,26,Active,Rural,191,184,520,2
2789,Male,33,Active,Rural,157,144,443,2
2790,Female,56,Sedentary,Rural,67,34,159,0
2791,Male,33,Moderate,Rural,111,91,439,1
2792,Male,48,Sedentary,Suburban,85,57,247,0
2793,Female,48,Active,Suburban,151,95,436,1
2794,Male,30,Active,Rural,160,135,491,2
2795,Male,22,Moderate,Suburban,128,120,569,1
2796,Female,56,Active,Urban,186,140,561,2
2797,Male,35,Sedentary,Suburban,88,71,367,0
2798,Male,37,Sedentary,Rural,89,47,332,0
2799,Female,19,Moderate,Suburban,105,85,442,1
2800,Male,57,Moderate,Urban,139,128,517,1
2801,Male,47,Active,Urban,179,146,483,2
2802,Male,27,Moderate,Suburban,135,71,649,1
2803,Male,59,Moderate,Urban,134,85,663,1
2804,Male,28,Active,Urban,175,146,432,2
2805,Female,46,Active,Suburban,160,132,339,1
2806,Male,57,Sedentary,Suburban,58,48,142,0
2807,Female,33,Sedentary,Suburban,54,36,244,0
2808,Male,45,Moderate,Rural,124,74,372,1
2809,Male,34,Active,Rural,181,161,869,2
2810,Female,55,Moderate,Urban,126,84,407,1
2811,Female,32,Sedentary,Urban,67,55,238,0
2812,Female,48,Moderate,Suburban,130,105,549,1
2813,Male,24,Sedentary,Urban,56,32,132,0
2814,Male,47,Sedentary,Suburban,55,39,229,0
2815,Female,53,Moderate,Rural,149,108,403,1
2816,Male,43,Sedentary,Suburban,72,38,304,0
2817,Male,28,Sedentary,Urban,87,65,286,0
2818,Male,23,Active,Suburban,165,152,593,2
2819,Male,59,Moderate,Suburban,102,55,458,0
2820,Male,46,Moderate,Suburban,118,65,321,1
2821,Female,45,Moderate,Urban,125,111,383,1
2822,Male,32,Sedentary,Suburban,54,32,168,0
2823,Female,46,Sedentary,Suburban,87,64,231,0
2824,Male,23,Sedentary,Urban,71,45,173,0
2825,Male,29,Moderate,Rural,116,115,400,1
2826,Male,33,Active,Rural,171,164,420,2
2827,Male,55,Moderate,Urban,107,98,389,1
2828,Female,26,Moderate,Rural,102,63,233,0
2829,Male,39,Moderate,Suburban,127,71,406,1
2830,Male,50,Active,Urban,186,177,858,2
2831,Female,43,Moderate,Suburban,118,66,558,1
2832,Male,57,Active,Suburban,171,85,532,1
2833,Male,24,Active,Urban,168,143,348,2
2834,Male,49,Moderate,Suburban,126,79,493,1
2835,Female,57,Moderate,Urban,119,88,403,1
2836,Male,41,Moderate,Suburban,110,81,513,1
2837,Female,58,Sedentary,Rural,77,63,256,0
2838,Female,56,Active,Suburban,182,122,545,2
2839,Male,55,Moderate,Suburban,124,85,402,1
2840,Male,54,Active,Urban,195,182,729,2
2841,Male,36,Sedentary,Rural,82,45,384,0
2842,Male,22,Sedentary,Suburban,54,40,146,0
2843,Female,47,Moderate,Suburban,116,86,306,1
2844,Male,42,Active,Rural,171,115,572,2
2845,Male,47,Sedentary,Rural,50,39,182,0
2846,Male,42,Sedentary,Rural,59,37,130,0
2847,Female,26,Active,Rural,194,186,747,2
2848,Male,44,Sedentary,Rural,93,47,361,0
2849,Male,41,Active,Suburban,161,146,499,2
2850,Male,57,Moderate,Rural,110,59,520,1
2851,Male,55,Active,Rural,159,125,707,2
2852,Male,32,Moderate,Suburban,115,87,461,1
2853,Male,55,Active,Urban,169,152,784,2
2854,Male,43,Sedentary,Suburban,96,50,203,0
2855,Female,47,Moderate,Urban,126,67,356,1
2856,Female,28,Active,Rural,171,152,844,2
2857,Male,46,Moderate,Urban,127,69,390,1
2858,Male,32,Active,Suburban,164,112,491,1
2859,Male,26,Active,Urban,198,113,841,2
2860,Female,59,Moderate,Urban,130,91,517,1
2861,Male,46,Moderate,Urban,108,96,216,1
2862,Male,32,Moderate,Rural,118,67,423,1
2863,Female,34,Sedentary,Suburban,51,29,211,0
2864,Female,33,Active,Urban,161,134,795,2
2865,Male,39,Active,Rural,159,143,382,2
2866,Male,57,Moderate,Suburban,142,139,574,2
2867,Female,28,Active,Suburban,160,147,357,2
2868,Female,55,Active,Suburban,199,137,546,2
2869,Female,42,Active,Suburban,185,183,825,2
2870,Female,47,Moderate,Rural,119,101,475,1
2871,Male,19,Active,Suburban,170,119,659,2
2872,Male,18,Active,Urban,192,127,452,2
2873,Female,55,Sedentary,Suburban,94,50,194,0
2874,Male,54,Sedentary,Suburban,83,60,408,0
2875,Male,26,Moderate,Rural,106,104,360,1
2876,Female,22,Active,Urban,158,97,783,2
2877,Female,41,Active,Urban,177,119,863,2
2878,Female,44,Sedentary,Rural,83,56,203,0
2879,Male,47,Moderate,Rural,149,148,416,2
2880,Male,32,Moderate,Urban,103,90,325,1
2881,Male,26,Active,Urban,199,138,759,2
2882,Female,54,Sedentary,Suburban,67,38,259,0
2883,Male,47,Sedentary,Rural,54,41,251,0
2884,Female,32,Sedentary,Urban,97,64,380,0
2885,Male,37,Active,Urban,186,171,534,2
2886,Female,42,Active,Rural,157,138,669,2
2887,Male,26,Active,Rural,176,165,627,2
2888,Male,39,Sedentary,Urban,55,50,132,0
2889,Female,30,Moderate,Rural,135,68,429,1
2890,Female,54,Active,Urban,178,138,715,2
2891,Male,45,Active,Urban,193,128,926,2
2892,Male,31,Moderate,Suburban,132,82,593,1
2893,Female,47,Moderate,Suburban,100,92,408,1
2894,Male,56,Sedentary,Rural,91,72,411,0
2895,Male,22,Active,Rural,185,149,460,2
2896,Female,29,Sedentary,Urban,92,82,229,0
2897,Female,52,Active,Suburban,174,153,696,2
2898,Male,58,Sedentary,Rural,84,82,346,0
2899,Female,59,Sedentary,Urban,59,49,155,0
2900,Male,18,Moderate,Suburban,137,68,583,1
2901,Male,18,Active,Urban,150,96,488,1
2902,Female,59,Moderate,Suburban,118,93,269,1
2903,Male,37,Moderate,Urban,114,100,472,1
2904,Male,51,Moderate,Suburban,144,138,401,1
2905,Male,51,Active,Urban,186,114,400,2
2906,Male,41,Sedentary,Urban,63,60,187,0
2907,Male,45,Sedentary,Rural,64,49,269,0
2908,Female,28,Active,Suburban,152,97,400,1
2909,Female,25,Active,Suburban,172,92,683,2
2910,Male,52,Sedentary,Rural,56,44,143,0
2911,Male,58,Sedentary,Rural,64,44,311,0
2912,Female,33,Moderate,Urban,146,130,422,1
2913,Male,33,Sedentary,Suburban,74,68,227,0
2914,Female,59,Moderate,Urban,100,95,266,1
2915,Female,23,Sedentary,Urban,69,61,199,0
2916,Female,37,Sedentary,Urban,90,45,275,0
2917,Male,28,Sedentary,Rural,67,54,332,0
2918,Male,25,Moderate,Suburban,108,54,339,0
2919,Male,37,Moderate,Rural,107,63,370,0
2920,Male,49,Sedentary,Rural,55,50,229,0
2921,Female,50,Moderate,Suburban,111,97,516,1
2922,Male,23,Moderate,Suburban,106,96,244,1
2923,Male,45,Moderate,Rural,118,111,463,1
2924,Male,25,Moderate,Rural,118,116,576,1
2925,Female,31,Active,Rural,168,126,408,1
2926,Male,20,Moderate,Suburban,144,90,452,1
2927,Female,19,Sedentary,Suburban,60,53,247,0
2928,Male,39,Moderate,Urban,124,96,548,1
2929,Male,50,Sedentary,Suburban,80,53,364,0
2930,Male,38,Moderate,Rural,133,125,585,2
2931,Male,23,Sedentary,Suburban,55,45,151,0
2932,Male,57,Active,Suburban,170,89,661,2
2933,Female,24,Sedentary,Suburban,55,44,245,0
2934,Male,23,Moderate,Rural,101,72,263,0
2935,Female,25,Moderate,Urban,119,62,380,1
2936,Male,41,Sedentary,Urban,79,58,181,0
2937,Male,44,Active,Rural,158,99,570,1
2938,Female,45,Moderate,Rural,140,82,668,1
2939,Male,22,Moderate,Urban,145,142,348,1
2940,Female,36,Sedentary,Rural,61,43,172,0
2941,Female,26,Sedentary,Suburban,65,63,257,0
2942,Male,42,Active,Suburban,191,105,561,2
2943,Male,30,Sedentary,Urban,83,49,303,0
2944,Male,54,Moderate,Suburban,107,88,514,1
2945,Male,19,Sedentary,Urban,55,32,200,0
2946,Male,57,Active,Rural,151,147,365,1
2947,Female,31,Active,Urban,187,161,599,2
2948,Female,48,Moderate,Urban,113,65,288,0
2949,Male,23,Sedentary,Suburban,96,54,211,0
2950,Male,42,Moderate,Urban,110,67,464,1
2951,Female,56,Active,Urban,166,119,695,2
2952,Female,48,Active,Urban,185,101,531,2
2953,Female,55,Sedentary,Rural,94,59,212,0
2954,Male,33,Sedentary,Suburban,93,78,259,0
2955,Male,44,Moderate,Suburban,123,65,447,1
2956,Female,47,Active,Urban,188,140,466,2
2957,Female,21,Moderate,Urban,149,109,586,2
2958,Male,56,Moderate,Rural,127,102,488,1
2959,Female,33,Moderate,Suburban,102,81,232,0
2960,Male,53,Active,Suburban,193,140,757,2
2961,Female,24,Sedentary,Urban,99,92,239,0
2962,Male,38,Active,Rural,170,116,751,2
2963,Female,19,Moderate,Rural,120,106,338,1
2964,Female,25,Active,Urban,179,135,886,2
2965,Female,59,Moderate,Urban,128,111,544,1
2966,Female,44,Moderate,Urban,103,99,244,1
2967,Male,19,Sedentary,Urban,74,41,266,0
2968,Female,23,Moderate,Urban,103,102,341,1
2969,Male,21,Active,Rural,169,124,407,1
2970,Female,38,Sedentary,Rural,85,73,174,0
2971,Female,18,Sedentary,Urban,89,63,414,0
2972,Male,55,Sedentary,Urban,53,32,255,0
2973,Female,29,Sedentary,Suburban,82,71,332,0
2974,Female,44,Sedentary,Rural,78,43,165,0
2975,Male,31,Active,Rural,160,116,375,1
2976,Female,32,Moderate,Urban,121,83,597,1
2977,Female,41,Moderate,Rural,115,58,372,1
2978,Female,35,Moderate,Rural,140,132,433,1
2979,Male,34,Moderate,Rural,129,92,445,1
2980,Female,26,Sedentary,Suburban,50,32,110,0
2981,Male,35,Moderate,Rural,122,86,466,1
2982,Male,35,Moderate,Urban,114,65,453,1
2983,Male,22,Sedentary,Rural,88,60,407,0
2984,Male,26,Sedentary,Rural,60,57,167,0
2985,Female,52,Sedentary,Suburban,77,56,272,0
2986,Female,18,Moderate,Rural,101,81,437,1
2987,Male,58,Sedentary,Suburban,60,45,130,0
2988,Female,26,Sedentary,Suburban,52,48,145,0
2989,Female,49,Active,Suburban,178,157,770,2
2990,Female,37,Active,Rural,162,105,699,2
2991,Female,30,Moderate,Urban,105,103,276,1
2992,Female,57,Sedentary,Urban,71,66,299,0
2993,Female,28,Moderate,Rural,106,77,341,1
2994,Male,59,Active,Suburban,157,140,756,2
2995,Female,43,Active,Urban,182,118,893,2
2996,Male,57,Sedentary,Rural,62,51,220,0
2997,Female,28,Moderate,Urban,122,121,479,1
2998,Male,42,Active,Rural,189,153,462,2
2999,Female,57,Sedentary,Suburban,54,29,253,0
3000,Male,42,Moderate,Urban,137,96,683,2
3001,Male,37,Sedentary,Rural,85,79,283,0
3002,Female,59,Sedentary,Rural,67,61,292,0
3003,Female,28,Active,Urban,191,107,755,2
3004,Male,27,Moderate,Rural,149,144,676,2
3005,Female,20,Active,Urban,189,163,379,2
3006,Female,56,Moderate,Rural,107,62,340,0
3007,Female,44,Moderate,Urban,148,116,728,2
3008,Female,52,Sedentary,Suburban,97,69,356,0
3009,Male,57,Sedentary,Urban,68,37,154,0
3010,Female,48,Moderate,Rural,140,89,520,1
3011,Female,38,Sedentary,Suburban,53,42,259,0
3012,Female,39,Active,Suburban,152,127,687,2
3013,Female,36,Moderate,Urban,135,107,467,1
3014,Male,31,Active,Urban,188,184,903,2
3015,Female,54,Sedentary,Urban,96,63,237,0
3016,Female,40,Moderate,Suburban,135,121,623,2
3017,Female,43,Sedentary,Suburban,88,67,309,0
3018,Male,57,Active,Urban,169,144,346,2
3019,Female,29,Moderate,Rural,148,84,517,1
3020,Male,18,Sedentary,Suburban,50,40,212,0
3021,Female,51,Active,Urban,155,83,677,2
3022,Female,36,Active,Rural,171,118,386,1
3023,Male,40,Sedentary,Urban,64,46,264,0
3024,Male,24,Moderate,Suburban,117,103,480,1
3025,Female,24,Sedentary,Suburban,95,82,347,1
3026,Female,18,Moderate,Urban,110,108,252,1
3027,Female,35,Active,Rural,195,136,684,2
3028,Female,25,Active,Suburban,168,114,697,2
3029,Female,42,Active,Urban,174,127,781,2
3030,Male,59,Sedentary,Urban,98,78,240,0
3031,Female,46,Sedentary,Rural,53,46,259,0
3032,Male,40,Sedentary,Rural,56,35,251,0
3033,Male,46,Active,Suburban,150,144,684,2
3034,Female,18,Moderate,Rural,107,96,325,1
3035,Female,32,Sedentary,Rural,82,44,278,0
3036,Male,32,Sedentary,Suburban,99,88,331,1
3037,Male,45,Sedentary,Urban,94,49,193,0
3038,Female,53,Active,Suburban,186,143,602,2
3039,Male,59,Moderate,Suburban,116,80,504,1
3040,Male,57,Moderate,Rural,140,92,574,1
3041,Male,49,Moderate,Rural,132,131,529,1
3042,Female,30,Sedentary,Urban,68,42,278,0
3043,Female,38,Sedentary,Rural,92,69,195,0
